SellerG,Suburb,Address,Rooms,Type,Price,Method,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Regionname,Propertycount
Marshall,Caulfield North,7 Wilks St,3,h,1520000,PI,7.8,3161,3,2,2,426,,,Glen Eira,Southern Metropolitan,6923
Gary,Caulfield South,25 Gardenvale Rd,4,h,1700000,VB,8.7,3162,4,2,2,627,185,1925,Glen Eira,Southern Metropolitan,5051
RT,Caulfield South,485 Hawthorn Rd,2,h,960000,S,8.7,3162,2,1,3,294,,,Glen Eira,Southern Metropolitan,5051
Buxton,Chelsea Heights,17 Amaroo Dr,4,h,732000,S,27,3196,4,2,2,536,202,1985,Kingston,South-Eastern Metropolitan,2076
Buxton,Cheltenham,4 Allnutt Ct,3,h,800000,SP,17.9,3192,3,1,1,366,121,1970,Kingston,Southern Metropolitan,9758
Ray,Cheltenham,17 Barclay Dr,3,h,877000,S,17.9,3192,3,1,2,533,135,1965,Kingston,Southern Metropolitan,9758
Buxton,Cheltenham,31 Eden St,4,h,1255000,S,17.9,3192,4,2,4,712,,1960,Kingston,Southern Metropolitan,9758
Barry,Cheltenham,44 Eunice Dr,3,h,900000,S,17.9,3192,3,1,2,537,120,1965,Kingston,Southern Metropolitan,9758
C21,Cheltenham,14 Tuck St,3,h,1199000,S,17.9,3192,3,2,2,552,,,Kingston,Southern Metropolitan,9758
Buxton,Cheltenham,61 Weatherall Rd,4,h,1500000,S,17.9,3192,4,2,3,724,,,Bayside,Southern Metropolitan,9758
Buxton,Clayton,1/10 Morton St,3,u,780000,SP,16.7,3168,3,2,1,318,103,2000,Monash,South-Eastern Metropolitan,5837
Raine,Coburg,10 Jersey St,3,h,862500,S,6.7,3058,3,1,2,490,,,Moreland,Northern Metropolitan,11204
Ray,Coburg,17 Quarry Cct,4,h,1020000,PI,6.7,3058,4,2,2,441,255,2002,Moreland,Northern Metropolitan,11204
Nelson,Coburg,34 Soudan St,2,h,996000,S,6.7,3058,2,1,1,476,97,1930,Moreland,Northern Metropolitan,11204
Nelson,Collingwood,147 Easey St,2,h,1095000,SP,2,3066,2,1,0,151,88,1900,Yarra,Northern Metropolitan,4553
YPA,Craigieburn,17 Chinnock Ct,5,h,680000,PI,20.6,3064,5,3,2,646,199.73,,Hume,Northern Metropolitan,15510
Ray,Craigieburn,27 Kensley Cct,4,h,492000,S,20.6,3064,4,2,2,479,166,2009,Hume,Northern Metropolitan,15510
Ray,Craigieburn,7 Perisher Dr,3,h,425000,S,20.6,3064,3,2,2,263,165,2008,Hume,Northern Metropolitan,15510
McGrath,Croydon,62 Croydon Rd,3,h,985500,S,23,3136,3,1,2,973,,,Maroondah,Eastern Metropolitan,11925
McGrath,Croydon,22 Hull Rd,3,h,720000,VB,23,3136,3,2,2,815,,,Maroondah,Eastern Metropolitan,11925
McGrath,Croydon,30 Hull Rd,4,h,860000,VB,23,3136,4,3,2,907,170,1970,Maroondah,Eastern Metropolitan,11925
Raine,Dallas,17 Hampden St,3,h,408500,S,14,3047,3,1,2,584,,,Hume,Northern Metropolitan,2246
Raine,Dallas,50 Kaniva St,3,h,310000,S,14,3047,3,1,1,595,,,Hume,Northern Metropolitan,2246
McLennan,Dandenong,4 Bess Ct,3,h,620000,PI,24.7,3175,3,1,4,597,,,Greater Dandenong,South-Eastern Metropolitan,10894
YPA,Deer Park,32 Kynoch St,4,h,650000,S,14.8,3023,4,2,2,709,,,Brimbank,Western Metropolitan,6388
Bells,Deer Park,43 Poole St,3,h,716000,S,14.8,3023,3,1,2,693,,,Brimbank,Western Metropolitan,6388
FN,Deer Park,1 Quinn St,3,h,645000,S,14.8,3023,3,1,2,586,,1990,Brimbank,Western Metropolitan,6388
Buxton,Dingley Village,1 Chadree Ct,3,h,840000,S,22.2,3172,3,2,2,542,,,Kingston,South-Eastern Metropolitan,3940
Ray,Dingley Village,13 Dorrington Ct,3,h,801000,SP,22.2,3172,3,2,1,526,189,1980,Kingston,South-Eastern Metropolitan,3940
Ray,Dingley Village,22 Shannon Ct,5,h,955000,S,22.2,3172,5,3,2,619,153,1975,Kingston,South-Eastern Metropolitan,3940
Ray,Doncaster East,28 Greendale Rd,3,h,1255000,SA,14.3,3109,3,2,2,348,,,Manningham,Eastern Metropolitan,10999
Philip,Doncaster East,7 Octantis St,3,h,1369000,S,14.3,3109,3,1,2,696,,,Manningham,Eastern Metropolitan,10999
Hoskins,Donvale,40 Astelot Dr,3,h,902000,S,16.1,3111,3,1,2,649,,,Manningham,Eastern Metropolitan,4790
Woodards,East Melbourne,24/108 George St,2,u,885000,S,1.3,3002,2,1,1,1489,,,Melbourne,Northern Metropolitan,3040
Morrison,Eltham North,42 Parry Rd,3,h,967500,S,18,3095,3,1,2,768,122,1985,Nillumbik,Eastern Metropolitan,2346
Buckingham,Eltham North,216 Progress Rd,4,h,890000,PI,18,3095,4,2,2,786,206,1980,Nillumbik,Eastern Metropolitan,2346
Gary,Elwood,105 Mitford St,3,h,1800000,VB,7.2,3184,3,2,2,188,185,2010,Port Phillip,Southern Metropolitan,8989
Nelson,Essendon,22 Lyon St,2,h,1200000,S,7.5,3040,2,1,2,470,,1937,Moonee Valley,Western Metropolitan,9264
Weda,Essendon,106/1020 Mt Alexander Rd,2,u,720000,PI,7.5,3040,2,2,2,1523,,2013,Moonee Valley,Western Metropolitan,9264
McDonald,Essendon,11/139 Napier St,2,u,410000,VB,7.5,3040,2,1,1,0,67,1965,Moonee Valley,Western Metropolitan,9264
Brad,Essendon,116 Ogilvie St,3,u,930000,S,7.5,3040,3,2,1,223,146,2002,Moonee Valley,Western Metropolitan,9264
Barry,Essendon,3/222 Pascoe Vale Rd,2,u,600000,S,7.5,3040,2,1,1,132,,,Moonee Valley,Western Metropolitan,9264
Nelson,Essendon West,10 Beryl St,3,h,1390000,S,7.5,3040,3,1,2,793,,,Moonee Valley,Western Metropolitan,588
Ray,Fawkner,8 Baird St,2,h,761000,S,13.1,3060,2,1,2,665,30,,Moreland,Northern Metropolitan,5070
Stockdale,Fawkner,16 Wurruk St,3,h,650000,VB,13.1,3060,3,1,4,616,94,1960,Moreland,Northern Metropolitan,5070
Nelson,Fitzroy,7/43 Argyle St,2,u,700000,VB,2.1,3065,2,1,1,470,65,2007,Yarra,Northern Metropolitan,5825
Nelson,Fitzroy North,59 Batman St,2,h,1275000,SP,3.6,3068,2,1,0,153,,,Yarra,Northern Metropolitan,6244
Nelson,Fitzroy North,99 Newry St,2,h,1680000,S,3.6,3068,2,1,1,185,,,Yarra,Northern Metropolitan,6244
Nelson,Flemington,139 Victoria St,4,h,1340000,SP,3.4,3031,4,2,1,302,,1928,Moonee Valley,Northern Metropolitan,3593
Noel,Forest Hill,309 Springvale Rd,3,h,800000,VB,15.4,3131,3,1,2,617,,1960,Whitehorse,Eastern Metropolitan,4385
O'Brien,Frankston,5 Almora Cl,3,h,545000,S,38,3199,3,2,2,571,,,Frankston,South-Eastern Metropolitan,17055
U,Frankston,14 Berringa St,3,h,570000,S,38,3199,3,1,2,537,118.54,1960,Frankston,South-Eastern Metropolitan,17055
Eview,Frankston,22 Bradshaw St,5,h,715000,S,38,3199,5,2,1,1424,,,Frankston,South-Eastern Metropolitan,17055
O'Brien,Frankston South,160 Overport Rd,3,h,860000,S,38,3199,3,2,3,4780,,,Frankston,South-Eastern Metropolitan,7566
Barry,Gladstone Park,10 Ballard Cl,3,h,653000,SP,12.9,3043,3,1,2,618,,,Hume,Western Metropolitan,3285
Jellis,Glen Iris,20 Britten St,5,h,2862000,S,7.3,3146,5,2,3,858,,,Boroondara,Southern Metropolitan,10412
hockingstuart,Glen Iris,8 Cloverdale Rd,5,h,2180000,SP,7.3,3146,5,3,2,595,,,Boroondara,Southern Metropolitan,10412
Fletchers,Glen Iris,1/64 Glen Iris Rd,3,t,1610000,S,7.3,3146,3,2,2,364,20,,Boroondara,Southern Metropolitan,10412
Marshall,Glen Iris,1 Hillcrest Rd,4,h,2450000,S,7.3,3146,4,3,2,910,,,Boroondara,Southern Metropolitan,10412
Jellis,Glen Iris,1610 Malvern Rd,4,h,2250000,VB,7.3,3146,4,1,2,1110,,,Stonnington,Southern Metropolitan,10412
Alexkarbon,Glenroy,44 Lytton St,4,h,1100000,SP,11.2,3046,4,2,2,1017,,,Moreland,Northern Metropolitan,8870
Stockdale,Glenroy,1/8 York St,3,h,512000,S,11.2,3046,3,1,2,197,96,2003,Moreland,Northern Metropolitan,8870
Nelson,Gowanbrae,10 Wonga Pl,4,h,820000,VB,12.9,3043,4,2,2,620,,,Moreland,Western Metropolitan,1071
Morrison,Greensborough,4 Alexandra St,5,h,1050000,VB,16.1,3088,5,3,3,616,,1960,Banyule,Northern Metropolitan,8524
Nelson,Greensborough,67 Alexandra St,3,h,1326000,S,16.1,3088,3,1,2,1020,,,Banyule,Northern Metropolitan,8524
Morrison,Greensborough,15 Carnon St,3,h,895000,S,16.1,3088,3,2,2,1036,132,1954,Banyule,Northern Metropolitan,8524
Morrison,Greensborough,17 Nokuna Ct,3,h,730000,S,16.1,3088,3,2,2,563,,,Nillumbik,Northern Metropolitan,8524
Barry,Greensborough,3 Perrumba St,5,h,880000,VB,16.1,3088,4,3,2,789,290,1980,Banyule,Northern Metropolitan,8524
Nelson,Greensborough,22 Yangoora Pl,4,h,925000,SP,16.1,3088,4,2,2,1070,190,1980,Banyule,Northern Metropolitan,8524
YPA,Greenvale,13 Ambleside Rd,3,h,770000,PI,20.4,3059,3,2,2,775,,,Hume,Northern Metropolitan,4864
YPA,Greenvale,5 Barmah Gra,4,h,715000,S,20.4,3059,4,2,2,680,230,2011,Hume,Northern Metropolitan,4864
YPA,Greenvale,21 Destination Dr,4,h,840500,S,20.4,3059,4,2,2,494,298.21,2014,Hume,Northern Metropolitan,4864
Jason,Greenvale,29 Piccadilly Ct,4,h,810000,SP,20.4,3059,4,2,3,990,,,Hume,Northern Metropolitan,4864
Charlton,Hampton,16 Carolyn St,4,h,1600000,S,13.8,3188,4,2,3,633,,1950,Bayside,Southern Metropolitan,5454
RT,Hampton,1 Grout St,3,h,1325000,VB,13.8,3188,3,1,2,400,,,Unavailable,Southern Metropolitan,5454
Marshall,Hampton,2C Kerferd St,4,h,3150000,S,13.8,3188,4,2,2,743,,,Bayside,Southern Metropolitan,5454
Hodges,Hampton,13 Mills St,2,t,1285000,S,13.8,3188,2,1,1,348,100,1992,Bayside,Southern Metropolitan,5454
Buxton,Hampton,2/17 Small St,2,u,685000,SP,13.8,3188,2,1,0,0,81,2007,Bayside,Southern Metropolitan,5454
Marshall,Hampton,1/121 Thomas St,2,u,878000,S,13.8,3188,2,1,1,128,,1967,Bayside,Southern Metropolitan,5454
Buxton,Hampton East,1/2 Flowerdale Rd,3,u,957000,S,13.8,3188,3,2,2,254,113,1994,Bayside,Southern Metropolitan,2356
Marshall,Hawthorn,5/350 Auburn Rd,3,t,1236000,S,5.3,3122,3,2,2,159,,2000,Boroondara,Southern Metropolitan,11308
Jellis,Hawthorn,18 Belgrave St,3,h,1750000,PI,5.3,3122,3,2,0,234,,,Boroondara,Southern Metropolitan,11308
Marshall,Hawthorn,8 Kinkora Rd,4,h,2010000,PI,5.3,3122,4,3,3,451,,1970,Boroondara,Southern Metropolitan,11308
Jellis,Hawthorn,8 Leslie St,3,h,2370000,S,5.3,3122,3,2,1,362,188,1890,Boroondara,Southern Metropolitan,11308
Marshall,Hawthorn,1/30 Lisson Gr,2,h,1480000,S,5.3,3122,0,0,0,241,,,Boroondara,Southern Metropolitan,11308
Jellis,Hawthorn,9 Manchester St,2,h,1682000,S,5.3,3122,2,1,1,264,97,1910,Boroondara,Southern Metropolitan,11308
Miles,Heidelberg,2/60 Darebin St,4,u,915000,S,8.9,3084,4,2,2,419,,,Banyule,Eastern Metropolitan,2890
Miles,Heidelberg,3/186 Hawdon St,3,t,781000,S,8.9,3084,3,2,2,137,,2000,Banyule,Eastern Metropolitan,2890
Haughton,Heidelberg West,129 Outhwaite Rd,2,h,875000,SP,8.8,3081,2,1,3,671,,,Banyule,Eastern Metropolitan,2674
Buxton,Highett,4 Major St,4,h,1300000,VB,16,3190,4,2,2,604,,,Bayside,Southern Metropolitan,4794
Buxton,Highett,3 Seaton Rd,4,h,1430000,S,16,3190,4,2,1,590,,,Bayside,Southern Metropolitan,4794
Barry,Hillside,20 Cuthbert Dr,3,h,660000,S,18,3037,3,2,2,666,193,2002,Melton,Western Metropolitan,5556
Barry,Hillside,54 Timele Dr,3,h,480000,PI,18,3037,3,2,1,320,,,Melton,Western Metropolitan,5556
Jellis,Ivanhoe,11 Athelstane Gr,4,h,2380000,S,7.8,3079,4,2,2,778,,,Banyule,Eastern Metropolitan,5549
Miles,Ivanhoe,83 Oriel Rd,3,h,1035000,S,7.8,3079,3,1,2,585,,,Banyule,Eastern Metropolitan,5549
Nelson,Ivanhoe,2/123 Waterdale Rd,3,t,975000,SP,7.8,3079,3,2,1,103,120,1997,Banyule,Eastern Metropolitan,5549
YPA,Jacana,50 Emu Pde,3,h,556000,S,14,3047,3,1,1,627,,,Hume,Northern Metropolitan,851
Brad,Keilor,25 Skyline Dr,3,h,875000,SP,14.5,3036,3,1,2,722,,,Brimbank,Western Metropolitan,2339
Prof.,Keilor Downs,7 Antwerp Dr,4,h,670000,S,15.5,3038,4,2,2,713,164,1982,Brimbank,Western Metropolitan,3656
Brad,Keilor Downs,1/37 Thornhill Dr,3,h,575000,SP,15.5,3038,3,1,1,307,,1990,Brimbank,Western Metropolitan,3656
Nelson,Kensington,91A Bayswater Rd,3,h,1250000,S,3.4,3031,3,1,2,340,,,Melbourne,Northern Metropolitan,5263
Edward,Kensington,310/71 Henry St,1,u,395000,SP,3.4,3031,1,1,1,2592,,,Melbourne,Northern Metropolitan,5263
Rendina,Kensington,11 McCracken St,2,h,840500,S,3.4,3031,2,1,0,107,,,Melbourne,Northern Metropolitan,5263
Nelson,Kew,19 Campbell St,3,h,1995000,S,5.4,3101,3,1,4,482,,,Boroondara,Southern Metropolitan,10331
Nelson,Kew,1/18 Howard St,2,u,600000,S,5.4,3101,2,1,1,847,,,Boroondara,Southern Metropolitan,10331
Jellis,Kew,1/38 Pakington St,2,u,797000,S,5.4,3101,2,1,2,964,,1960,Boroondara,Southern Metropolitan,10331
Woodards,Kew,47 Stevenson St,3,h,3001000,S,5.4,3101,3,1,3,784,,,Boroondara,Southern Metropolitan,10331
Buxton,Keysborough,46 Hedgeley Rd,3,h,752000,PI,25.2,3173,3,2,2,552,,,Greater Dandenong,South-Eastern Metropolitan,8459
Harcourts,Lalor,59 David St,3,h,705500,S,16.3,3075,3,1,4,670,,,Whittlesea,Northern Metropolitan,8279
Love,Lalor,78 French St,2,h,685000,S,16.3,3075,2,1,2,766,,,Whittlesea,Northern Metropolitan,8279
Harcourts,Lalor,1 Howell St,3,h,560000,S,16.3,3075,3,1,1,364,165,1985,Whittlesea,Northern Metropolitan,8279
Harcourts,Lalor,1/11 Maxwell St,2,h,511500,SP,16.3,3075,2,1,2,416,93,1960,Whittlesea,Northern Metropolitan,8279
Biggin,Maidstone,1/30 Burns St,3,t,810000,S,6.4,3012,3,2,2,209,16,,Maribyrnong,Western Metropolitan,3873
Tim,Malvern East,5D Belson St,3,h,1275000,S,8.4,3145,3,2,2,161,,,Stonnington,Southern Metropolitan,8801
Marshall,Malvern East,4 Hillard St,3,h,1690000,SP,8.4,3145,3,1,2,706,,1930,Stonnington,Southern Metropolitan,8801
Marshall,Malvern East,8 Vickery St,4,h,3600000,S,8.4,3145,4,3,2,552,355,2015,Stonnington,Southern Metropolitan,8801
Edward,Maribyrnong,22 Mephan St,3,t,815000,S,4.3,3032,3,2,2,198,130,1990,Maribyrnong,Western Metropolitan,4918
Biggin,Maribyrnong,29 Monash St,2,h,920000,VB,4.3,3032,2,1,1,575,,,Maribyrnong,Western Metropolitan,4918
Raine,Meadow Heights,2 Navarre Ct,3,h,467000,S,17.4,3048,3,1,1,565,98,1975,Hume,Northern Metropolitan,4704
hockingstuart,Melton,102 Palmerston St,4,h,405000,S,31.7,3337,4,2,2,590,163,1970,Melton,Western Victoria,3600
hockingstuart,Melton South,51 Andrew St,3,h,420000,S,29.8,3338,3,2,2,599,,,Melton,Western Victoria,4718
Reliance,Melton South,44 Brooklyn Rd,3,h,465000,S,29.8,3338,3,1,2,615,,1980,Melton,Western Victoria,4718
Ray,Mill Park,10 Apsley Ct,4,h,625000,S,17.9,3082,4,2,2,628,,,Whittlesea,Northern Metropolitan,10529
Ray,Mill Park,2/7 Bradley Dr,2,h,428000,S,17.9,3082,2,1,1,389,104,2005,Whittlesea,Northern Metropolitan,10529
Ray,Mill Park,31 Development Bvd,4,h,722500,S,17.9,3082,4,2,2,643,169.5,2001,Whittlesea,Northern Metropolitan,10529
Ray,Mill Park,1/6 Patmore Ct,2,h,421000,S,17.9,3082,2,1,1,257,83,1985,Whittlesea,Northern Metropolitan,10529
Ray,Mitcham,395 Mitcham Rd,2,h,890000,S,17.2,3132,2,2,1,370,370,,Whitehorse,Eastern Metropolitan,6871
Noel,Mitcham,8 Tourello St,3,h,960000,VB,17.2,3132,3,1,0,781,,,Whitehorse,Eastern Metropolitan,6871
Buckingham,Montmorency,146 Sherbourne Rd,3,h,755000,S,16.2,3094,3,1,2,848,,,Banyule,Eastern Metropolitan,3891
Nelson,Moonee Ponds,4/342 Ascot Vale Rd,1,u,286000,PI,6.2,3039,1,1,1,114,42.2,1970,Moonee Valley,Western Metropolitan,6232
Brad,Moonee Ponds,184 Maribyrnong Rd,3,h,1375000,S,6.2,3039,3,1,1,449,,,Moonee Valley,Western Metropolitan,6232
Buxton,Moorabbin,1A Dactyl Rd,3,h,1401500,S,14.3,3189,3,2,4,867,,,Kingston,Southern Metropolitan,2555
O'Brien,Mordialloc,1/73 Chute St,4,h,920000,S,21.5,3195,4,2,2,413,170,1975,Kingston,South-Eastern Metropolitan,3650
Ray,Mordialloc,9 David St,2,h,1110000,S,21.5,3195,2,1,1,709,,,Kingston,South-Eastern Metropolitan,3650
Max,Mount Evelyn,17 Inverness Rd,3,h,620000,VB,31.6,3796,3,1,4,2385,127,1930,Yarra Ranges,Eastern Victoria,3532
McGrath,Mount Waverley,5 Armstrong St,3,h,1200000,VB,14.2,3149,3,1,4,807,117,1196,Monash,Eastern Metropolitan,13366
Ray,Mount Waverley,13 Baily St,4,h,1387000,S,14.2,3149,4,2,4,691,,,Monash,Eastern Metropolitan,13366
Buxton,Mount Waverley,3/20 Briggs St,4,t,970000,SP,14.2,3149,4,2,2,196,,,Monash,Eastern Metropolitan,13366
Buxton,Mount Waverley,2/40 Carrol Gr,3,u,870000,S,14.2,3149,3,2,2,264,,,Monash,Eastern Metropolitan,13366
Ray,Mount Waverley,30 Howell Dr,3,h,1250000,S,14.2,3149,3,1,1,722,,,Monash,Eastern Metropolitan,13366
Win,Mulgrave,73 Lea Rd,3,h,865000,S,18.8,3170,3,1,2,739,126,1965,Monash,South-Eastern Metropolitan,7113
Woodards,Murrumbeena,3 Atkinson St,3,h,1410000,S,10.1,3163,3,1,1,579,,,Glen Eira,Southern Metropolitan,4442
Ray,Murrumbeena,2/41 Kangaroo Rd,3,u,1220500,S,10.1,3163,3,2,2,462,,,Glen Eira,Southern Metropolitan,4442
Gary,Murrumbeena,17/190 Murrumbeena Rd,1,u,357000,S,10.1,3163,1,1,1,1382,,,Glen Eira,Southern Metropolitan,4442
Marshall,Murrumbeena,22 Wahroongaa Rd,4,h,1920000,S,10.1,3163,4,1,2,718,181,1920,Glen Eira,Southern Metropolitan,4442
Ray,Narre Warren,6 Saxonwood Dr,3,h,597500,SP,34.1,3805,3,1,2,810,,,Casey,South-Eastern Metropolitan,9376
Greg,Newport,36 Davies St,3,h,1250000,S,6.2,3015,3,1,1,343,,,Hobsons Bay,Western Metropolitan,5498
Williams,Newport,112 Johnston St,3,h,1230000,S,6.2,3015,3,1,1,396,123,1900,Hobsons Bay,Western Metropolitan,5498
Hunter,Newport,36 Junction St,3,h,1220000,SP,6.2,3015,3,1,2,492,103,1940,Hobsons Bay,Western Metropolitan,5498
Barry,Niddrie,48 Ida St,4,h,1315000,S,10.4,3042,4,2,2,650,,,Moonee Valley,Western Metropolitan,2291
Leyton,Noble Park,21 Conley St,3,h,660000,S,22.7,3174,3,1,2,550,112,1960,Greater Dandenong,South-Eastern Metropolitan,11806
Alexkarbon,North Melbourne,106/25 Oxford St,2,u,570000,VB,1.8,3051,2,2,1,1223,81,2011,Melbourne,Northern Metropolitan,6821
W.B.,North Melbourne,2/7 Oxford St,2,u,850000,VB,1.8,3051,2,3,1,1223,,,Melbourne,Northern Metropolitan,6821
Jellis,North Warrandyte,46 Osborne Rd,5,h,1550000,VB,21.1,3113,5,3,4,4221,321,1980,Nillumbik,Eastern Metropolitan,1058
Nelson,Northcote,114 Beavers Rd,3,h,1000000,VB,5.3,3070,3,1,1,188,,,Darebin,Northern Metropolitan,11364
Nelson,Northcote,128 Charles St,3,h,1240000,S,5.3,3070,3,1,1,247,,,Darebin,Northern Metropolitan,11364
Jellis,Northcote,78 Jenkins St,3,h,1590000,S,5.3,3070,3,1,1,563,,,Darebin,Northern Metropolitan,11364
Jellis,Northcote,23 Leonard St,3,h,1275000,VB,5.3,3070,3,1,0,245,,,Darebin,Northern Metropolitan,11364
Nelson,Northcote,22 Waterloo Rd,3,h,1350000,VB,5.3,3070,3,1,0,271,,1910,Darebin,Northern Metropolitan,11364
Ray,Nunawading,5 Lynette St,4,h,1075000,PI,15.4,3131,4,2,2,697,216,1970,Whitehorse,Eastern Metropolitan,4973
Stockdale,Oak Park,4 Barina Rd,3,h,821000,S,11.2,3046,3,1,1,656,,,Moreland,Northern Metropolitan,2651
Rendina,Oak Park,79 New Rd,4,h,1071888,SP,11.2,3046,4,2,4,553,190,2001,Moreland,Northern Metropolitan,2651
Eview,Oak Park,3/13 Sylvester St,2,t,560000,SP,11.2,3046,2,1,1,132,73,2014,Moreland,Northern Metropolitan,2651
HAR,Oakleigh,5 Eastgate St,5,h,1750000,S,12.3,3166,5,2,2,546,313,1935,Monash,Southern Metropolitan,3224
Buxton,Oakleigh East,33 Greta St,3,h,1210000,S,12.3,3166,3,1,2,700,115,1960,Monash,Southern Metropolitan,2547
Buxton,Oakleigh South,10 Devoy St,4,h,1500000,S,15.5,3167,4,2,2,597,,,Monash,South-Eastern Metropolitan,3692
Buxton,Oakleigh South,4 Hardy Ct,4,h,1215000,S,15.5,3167,4,2,4,619,,,Monash,South-Eastern Metropolitan,3692
HAR,Oakleigh South,192 Haughton Rd,3,h,1265000,S,15.5,3167,3,1,1,743,,,Monash,South-Eastern Metropolitan,3692
Buxton,Oakleigh South,266 Warrigal Rd,4,h,1050000,S,15.5,3167,4,2,2,624,,,Monash,South-Eastern Metropolitan,3692
Gary,Ormond,1/276 Grange Rd,2,h,790000,S,11.4,3204,2,1,2,253,,,Glen Eira,Southern Metropolitan,3578
C21,Pakenham,69 Willowtree Dr,4,h,410500,S,47.3,3810,4,2,2,425,,,Cardinia,Eastern Victoria,17384
Buxton,Parkdale,22 Keith St,4,h,1300000,SP,21.5,3195,4,2,2,597,150,1970,Kingston,South-Eastern Metropolitan,5087
Buxton,Parkdale,36A Warrigal Rd,3,h,1400000,VB,21.5,3195,3,2,2,259,,2007,Kingston,South-Eastern Metropolitan,5087
Raine,Pascoe Vale,44 Arndt Rd,3,h,955000,S,8.5,3044,3,1,4,645,,,Moreland,Northern Metropolitan,7485
Nelson,Pascoe Vale,49 Kent Rd,2,h,860000,SP,8.5,3044,2,1,4,609,,,Moreland,Northern Metropolitan,7485
Brad,Pascoe Vale,12 Shanley St,2,h,740000,S,8.5,3044,2,1,1,487,88,1940,Moreland,Northern Metropolitan,7485
hockingstuart,Port Melbourne,6/5 Liardet St,2,u,816000,S,3.5,3207,2,1,1,0,,2000,Port Phillip,Southern Metropolitan,8648
Greg,Port Melbourne,308/15 Pickles St,3,u,800000,S,3.5,3207,3,1,2,0,80,2008,Port Phillip,Southern Metropolitan,8648
hockingstuart,Prahran,9/305 Dandenong Rd,2,u,1020000,S,4.6,3181,2,1,1,0,102,1920,Stonnington,Southern Metropolitan,7717
Jellis,Prahran,24/8 Sydney St,2,u,660000,S,4.6,3181,2,2,1,0,76,1970,Stonnington,Southern Metropolitan,7717
McGrath,Preston,21 Edwin St,3,h,1242000,S,8.4,3072,3,2,3,468,135.5,1940,Darebin,Northern Metropolitan,14577
RW,Preston,186 Gilbert Rd,2,h,1365000,S,8.4,3072,2,1,2,525,,,Darebin,Northern Metropolitan,14577
Miles,Preston,1/40 Grandview Rd,3,u,691000,S,8.4,3072,3,1,1,170,,,Darebin,Northern Metropolitan,14577
Jellis,Preston,10 Ivy St,2,t,660000,PI,8.4,3072,2,2,1,70,,1940,Darebin,Northern Metropolitan,14577
Harcourts,Preston,72d Oakover Rd,3,t,875000,S,8.4,3072,3,2,2,214,,,Darebin,Northern Metropolitan,14577
RW,Preston,173 Raglan St,5,h,1350000,S,8.4,3072,5,3,4,525,266.76,2014,Darebin,Northern Metropolitan,14577
Nelson,Preston,6 The Mews,3,h,1020000,VB,8.4,3072,3,3,2,158,159,2008,Darebin,Northern Metropolitan,14577
Woodards,Reservoir,1 Balfour St,3,h,630000,S,12,3073,3,1,2,0,,,Darebin,Northern Metropolitan,21650
Nelson,Reservoir,29 Byfield St,3,h,877500,S,12,3073,3,1,1,598,,,Darebin,Northern Metropolitan,21650
Ray,Reservoir,69 Chauvel St,5,h,912000,S,12,3073,5,3,4,890,203,1960,Darebin,Northern Metropolitan,21650
Nelson,Reservoir,9 Kelverne St,3,h,685000,S,12,3073,3,1,3,494,102,1960,Darebin,Northern Metropolitan,21650
Stockdale,Reservoir,1/31 Kenilworth St,1,u,270000,PI,12,3073,1,1,1,0,60,1980,Darebin,Northern Metropolitan,21650
Harcourts,Reservoir,13 McColl St,3,h,911000,S,12,3073,3,1,4,601,,1950,Darebin,Northern Metropolitan,21650
Ray,Reservoir,4/43 St Vigeons Rd,1,u,365000,SP,12,3073,1,1,1,113,,,Darebin,Northern Metropolitan,21650
RW,Reservoir,1/65 Thackeray Rd,2,u,470000,VB,12,3073,2,1,1,73,,,Darebin,Northern Metropolitan,21650
Biggin,Richmond,7/129 Hoddle St,2,u,890500,SP,2.4,3121,2,2,2,180,123,1940,Yarra,Northern Metropolitan,14949
Biggin,Richmond,15/104 Rowena Pde,1,u,355000,SP,2.4,3121,1,1,0,1082,,1970,Yarra,Northern Metropolitan,14949
Jellis,Richmond,15 The Crofts,3,h,1300000,VB,2.4,3121,3,1,0,200,,,Yarra,Northern Metropolitan,14949
Nelson,Richmond,4/12 Woodlawn St,2,u,717000,S,2.4,3121,2,1,0,316,,,Yarra,Northern Metropolitan,14949
Marshall,Richmond,18 Yorkshire St,3,h,1530000,S,2.4,3121,3,1,2,187,,1900,Yarra,Northern Metropolitan,14949
Raine,Riddells Creek,53 Bluegum Cct,4,h,817000,S,47.4,3431,4,2,4,1459,272.4,2011,Macedon Ranges,Northern Victoria,1475
Ray,Ringwood,6 Ford St,3,h,1291000,S,19.9,3134,3,2,2,776,,,Maroondah,Eastern Metropolitan,7785
Fletchers,Ringwood,132 Wonga Rd,3,h,1085000,S,19.9,3134,3,2,2,921,,1980,Maroondah,Eastern Metropolitan,7785
Fletchers,Ringwood North,28 Through Rd,3,h,750000,S,19.9,3134,3,1,1,446,114,1955,Maroondah,Eastern Metropolitan,3619
McGrath,Ripponlea,84 Brighton Rd,2,h,1005000,PI,7.2,3185,2,2,2,290,,,Port Phillip,Southern Metropolitan,821
Fletchers,Rowville,71 Kellbourne Dr,4,h,860000,S,23.5,3178,4,2,0,725,196,1985,Knox,South-Eastern Metropolitan,11667
